year	language	sent_num	source	reference	hypothesis	z-DAscore
15	cs-en	337	Tihle lidé věřili, že když ukáží těhotné krávě pruhované vzory, porodí pruhovaná telata.	These folks believed that if you display striped patterns to a pregnant cow, it would bare striped calves.	These people believed that if they will show a pregnant cow striped patterns, to bear the striped calves.	0.459882652342872
15	fi-en	275	Tilaisuus alkaa Sebastian Rejmanin juontamalla Nelonen Median eri kanavien syksyn ohjelmistojen esittelyllä.	The event will start with the presentation of the programming of different channels of Nelonen Media, hosted by Sebastian Rejman.	The opportunity to start by Sebastian Rejman juontama Nelonen media presentation software in the autumn of different channels.	-0.401041053874044
15	cs-en	79	Tisíce izraelských dětí z oblastí v blízkosti pásma Gazy se v pondělí vrátily do školy poté, co strávily léto v protibombových krytech, zatímco během padesátidenní války mezi Izraelem a Hamásem na jejich domovy útočily rakety a minomety. Školy v Gaze však zůstávají zavřené, zatímco se území vzpamatovává z bojů.	Thousands of Israeli children in areas near the Gaza Strip went back to school Monday after spending the summer in bomb shelters as rockets and mortars rained on their communities during the 50-day Israel-Hamas war, while schools in Gaza remained shuttered as the territory recovered from the fighting.	Thousands of Israeli children from areas near the Gaza Strip has returned to school on Monday after having spent the summer in bomb shelters, while padesátidenní during the war between Israel and Hamas in their homes, rockets and mortars. Schools in Gaza, however, remains closed while the territory is still recovering from the fighting.	0.293816641614958
15	cs-en	51	To Darlinga donutilo, aby volil mezi skotskou občanskou společností a londýnskými finančníky, a s grimasou padl do této pasti.	This forced Darling to choose between Scottish civil society and London bankers, and this situation made him grimace.	This darlinga forced to Scotland ’ s choice between civil society and londýnskými financiers , and with grimasou fell into the trap .	-1.17610367752943
15	cs-en	465	To Darlinga donutilo, aby volil mezi skotskou občanskou společností a londýnskými finančníky, a s grimasou padl do této pasti.	This forced Darling to choose between Scottish civil society and London bankers, and this situation made him grimace.	That Darling forced to choose between the Scottish civil society and the London financiers, and with a grimace fell into this trap.	-0.244526382104849
15	cs-en	80	To až teď.	Only now.	It's up to now.	-0.562964679264472
15	cs-en	98	To by tak hrálo,aby si na veliké Rusko vyskakovali.	That's how it would play out, so that great Russia could re-emerge.	It would then played, to the great Russia surged.	-0.798276833058961
15	cs-en	378	To by tak hrálo,aby si na veliké Rusko vyskakovali.	That's how it would play out, so that great Russia could re-emerge.	It would thus led to large Russian vyskakovali .	-1.24890616441335
15	cs-en	81	To uspíšilo obrovskou civilní i vojenskou snahu opevnit Mariupol, přístav s metalurgickými kombináty o 500 000 obyvatelích, který leží mezi Novoazovskem a úzkou vstupní branou na Krymský poloostrov.	That has spurred a massive civilian and military effort to fortify Mariupol, a steelmaking port of 500,000 that lies between Novoazovsk and the narrow gateway into the Crimean peninsula.	It precipitated a huge civilian and military efforts to fortify Mariupol, a port in the metallurgy plants about 500 000 inhabitants, which lies between Novoazovskem and narrow gateway to the Crimean peninsula.	0.339470179579221
15	cs-en	117	To uspíšilo obrovskou civilní i vojenskou snahu opevnit Mariupol, přístav s metalurgickými kombináty o 500 000 obyvatelích, který leží mezi Novoazovskem a úzkou vstupní branou na Krymský poloostrov.	That has spurred a massive civilian and military effort to fortify Mariupol, a steelmaking port of 500,000 that lies between Novoazovsk and the narrow gateway into the Crimean peninsula.	This precipitated a huge civilian and military efforts to fortify the Mariupol port with metallurgical factories, about 500 000 inhabitants, which lies between the Novoazovskem and close the entrance gate on the Crimean peninsula.	0.288497614395536
15	cs-en	472	To vám také umožní zachytit na fotkách víc světla - čím hlouběji se potopíte, tím méně barev uvidíte.	This will also allow you to capture more color in your photos; the deeper you go, the less color you'll see.	It also allows you to capture more light on the photos-the deeper the dive, the fewer colors you see.	0.285748694641393
15	cs-en	206	To vždycky dělal jeho otec, když chtěl potlačit písmeno j, než mu vyjde z úst.	This his father had always done to stifle the letter j before it left his lips.	It always made his father , when I to suppress the J than it emerges from the mouth .	-0.233160534073343
15	cs-en	209	"Tohle je mnohem větší a také je tu mnohem víc plynů,"" říká vulkanolog Ármann Höskuldsson."	"""This one is much larger, and there are also a lot more gases,"" says volcano expert Ármann Höskuldsson."	"This is much bigger, and there is much more gas, ""says vulkanolog Ármann Höskuldsson."	0.356339436787701
15	cs-en	262	"Tohle je mnohem větší a také je tu mnohem víc plynů,"" říká vulkanolog Ármann Höskuldsson."	"""This one is much larger, and there are also a lot more gases,"" says volcano expert Ármann Höskuldsson."	"This is much larger and there is also a lot more gas,"" says vulkanolog Ármann Höskuldsson."	0.235140347488857
15	cs-en	407	Tony Pidgley, zakladatel a předseda developerské společnosti pro náročné klienty Berkeley, v pondělí řekl: „Od začátku aktuálního rozpočtového roku se trh z vrcholného bodu v roce 2013 vrátil na normální úroveň transakcí.“ Dodává, že to poskytuje „stabilní prostředí pro fungování.“	"Tony Pidgley, founder and chairman of upmarket housebuilder Berkeley, on Monday said: ""Since the start of the current financial year, the market has reverted to normal transaction levels from the high point in 2013,"" adding that this offered a ""stable operating environment."""	"Tony Pidgley, founder and chairman of the development company for demanding clients Berkeley, said on Monday: ""Since the beginning of the current financial year the market from the high point in 2013, returned to normal levels of transactions."" He adds that it provides ""a stable environment for the operation."""	0.565587905137448
15	de-en	298	Tony Stewarts Rückkehr auf die Rennstrecke endete etwa auf halbem Wege durch sein Rennen auf dem Atlanta Motor Speedway.	Tony Stewart's return to the track has ended only a little over halfway through his race at Atlanta Motor Speedway.	Tony Stewart to return to the circuit ended about halfway through his race at the Atlanta Motor Speedway.	0.326188717278606
15	fi-en	347	Torresin lähtö varmistui, Kagawa palaa ManU:sta Dortmundiin	Torres’s exit confirmed, Kagawa returns from ManU to Dortmund	Torres marques departure from the confirmed, Kagawa return ManU dortmundiin	-0.627448100877685
15	de-en	377	Treasure verneint das.	Treasure disagrees.	Treasure answers that in the negative.	0.290421236883746
15	cs-en	103	Trhy budou chtít od banky jasný plán, jak se vypořádat s oddalovaným ozdravením eurozóny i s hrozbou deflace s inflací stagnující na 0,3 %.	Markets will be looking for a clear plan from the bank to deal with a stalled eurozone recovery, as well as the threat of deflation with inflation standing at just 0.3%.	The markets will want a clear plan from the banks, how to deal with the eurozone oddalovaným ozdravením even with the threat of deflation, with inflation stagnating at 0.3%.	-0.103417246538397
15	fi-en	19	Trinidad ja Tobagon maajoukkueessa Jones on pelannut 35 ottelua.	He has played 35 matches in the national team of Trinidad and Tobago.	Trinidad and Tobago 's national team Jones has pelan nut 35 matches.	-0.652414975390205
15	de-en	435	Trost: Der Beslan-Überlebende Georgij Lyin mit seiner Mutter Fatima nach der Belagerung 2004, rechts ein Bild von Georgij heute	Comfort: Beslan survivor Georgy Ilyin with his mum Fatima after the siege in 2004, while on the right is Georgy today	Comfort: The 2004 Beslan-survivor Georgy Lyin with his mother Fatima after the siege, on a picture of born today	-0.241352174292162
15	de-en	75	Trotz der Rückschläge, denen die Gewerkschaften in den vergangenen Jahren ausgesetzt waren - in Wisconsin, Michigan und anderen Staaten im ganzen Land - haben Amerikaner einst Länder in aller Welt dazu ermutigt, Arbeitsrechte anzuerkennen, auszuweiten und einzuhalten.	Despite the battering that unions have taken in recent years - in Wisconsin, Michigan and states across the country - Americans once encouraged countries around the world to embrace, extend and respect labor rights.	Despite the setbacks, which have been subjected to the unions in recent years - in Wisconsin, Michigan and other states throughout the country, Americans have encouraged countries all over the world to recognise labour rights, and to expand.	0.464631363029329
15	de-en	45	Trotz der Verbesserung der telemedizinischen Dienste, um den Entfernungen etwas entgegenzusetzen, schlug sie als mögliche Abhilfe eine Verstärkung des Service von eingeflogenen Ärzten vor, um Spezialisten die Möglichkeit zu geben, Frauen dichter an deren Wohnort zu versorgen, sowie Behandlungsprogramme für Menschen außerhalb ihrer Region.	Despite improving tele-medicine services to lessen the tyranny of distance, she suggested more fly-in, fly-out services to allow specialists to treat women closer to home and programs to support people in treatment away from their communities could help.	Despite the improvement of telemedicine services, to oppose the distances something she suggested as a possible remedy a gain of service flown in doctors before to give specialists the opportunity to provide women closer to their home, as well as treatment programs for people living outside their region.	-0.01084294200138
15	de-en	317	Trotz der Verbesserung der telemedizinischen Dienste, um den Entfernungen etwas entgegenzusetzen, schlug sie als mögliche Abhilfe eine Verstärkung des Service von eingeflogenen Ärzten vor, um Spezialisten die Möglichkeit zu geben, Frauen dichter an deren Wohnort zu versorgen, sowie Behandlungsprogramme für Menschen außerhalb ihrer Region.	Despite improving tele-medicine services to lessen the tyranny of distance, she suggested more fly-in, fly-out services to allow specialists to treat women closer to home and programs to support people in treatment away from their communities could help.	In spite of the improvement of the telemedizinischen services in order to oppose the distances somewhat, proposed it as a possible remedy a strengthening of the service of flown in physicians in order to give specialists the possibility, to furnish women poet at its place of residence, as well as treatment programs for people outside of its region.	-0.382516336582448
15	de-en	331	Trotz seiner freundlichen Augen.	Despite his kind eyes.	Despite his friendly eyes.	0.719354533956697
15	cs-en	174	Trubky prosakovaly, ve vanách byly mrtví pavouci, slimáci se oslizle podepsali na okna, jako kdyby si mysleli, že jim to místo patří, zahrada byla zarostlá a plevel připomínal obrovské hlávky zelí.	The pipes leaked, there were spiders still in the baths, slugs had signed their signatures on all the windows, believing the place belonged to them, the garden was overgrown with weeds that resembled giant cabbages.	Pipes seeped, dead spiders were in tubs, if slugs oslizle signed to windows, as, they thought that they it place owns a garden was overgrown, and a weed resembled huge hlávka of cabbage.	-0.586413631580562
15	cs-en	135	Trvalo, než jsme se srovnali s tvrdostí a uvědomili si, o čem druhá liga je.	It lasted until we came to terms with the toughness and realized what a second league is all about.	It took to match hardness and realize what the league is.	-0.787944550775535
15	fi-en	49	Tuhannet israelilaislapset Gazan kaistan alueella palasivat kouluun maanantaina vietettyään kesä pommisuojissa, kun raketit ja kranaatinheittimet pommittivat heidän yhteisöitään 50 päivää kestäneessä Israelin ja Hamasin sodassa ja koulut pysyivät suljettuina alueen toipuessa taisteluista.	Thousands of Israeli children in areas near the Gaza Strip went back to school Monday after spending the summer in bomb shelters as rockets and mortars rained on their communities during the 50-day Israel-Hamas war, while schools in Gaza remained shuttered as the territory recovered from the fighting.	Thousands of Israeli children in the Gaza Strip were returning to school on Monday under the summer bomb, when the rockets and mortars were bombed by the rockets and Hamas, and schools remained closed in the recovery of the region.	-0.0869018382418362
15	fi-en	227	Tuhannet israelilaislapset Gazan kaistan alueella palasivat kouluun maanantaina vietettyään kesä pommisuojissa, kun raketit ja kranaatinheittimet pommittivat heidän yhteisöitään 50 päivää kestäneessä Israelin ja Hamasin sodassa ja koulut pysyivät suljettuina alueen toipuessa taisteluista.	Thousands of Israeli children in areas near the Gaza Strip went back to school Monday after spending the summer in bomb shelters as rockets and mortars rained on their communities during the 50-day Israel-Hamas war, while schools in Gaza remained shuttered as the territory recovered from the fighting.	Thousands of israelilaislapset in the territory of the Gaza Strip, returned to school Monday after spending the summer in a bomb shelter, when the rockets and mortars bombarded their community East of Israel and Hamas during the war, which has lasted for 50 days and schools remained closed in the region rebound battles.	-0.0273563299981584
15	fi-en	395	Tulipaloissa kuollut melkein kaksinkertainen määrä ihmisiä viime vuoteen verrattuna	The number of the deaths occurred in the fires almost twice as big as last year	Fires killed nearly double the number of people compared to last year	0.66425710909654
15	fi-en	98	Tuomari Lady Raen päätöksen mukaisesti oikeudenkäynti pidetään 17. marraskuuta Edinburghissa ylemmän oikeusasteen tuomioistuimessa.	Judge Lady Rae set a trial date for November 17 at the High Court in Edinburgh.	Judge Lady Raen in accordance with the decision of the trial will be held on 17 November in Edinburgh upper instance.	0.001730343913719
15	fi-en	307	Turkin presidentti Recep Tayyip Erdogan (joka toimi kyseisenä aikana pääministerinä) sanoi poliisien toimien olevan osa islamistijohtaja Fethullah Gullenin häntä ja muita vallassa olevia vastaan suunniteltua toimintaa.	Turkish President Recep Tayyip Erdogan (who was Prime Minister back then) described their actions as part of activity conducted by Islamist cleric Fethullah Gullen against him and others in power.	Turkish President Recep Tayyip Erdogan (who acted as Prime Minister at the time), said the police action is part of the Fethullah islamistijohtaja Gullenin against him and others in power ahead of the planned operation.	-0.063848491195908
15	fi-en	342	Turkin uutistoimistojen mukaan Turkin presidentti Recep Tayyip Erdogan vähätteli raportin merkitystä sanoen, että kaikki suuret valtiot ovat vakoilleet toisiaan.	According to Turkish news wires, Turkish President Recep Tayyip Erdogan downplayed the importance of the report, saying that all major countries spied on each other.	Turkey's press agencies report that the Turkish President Recep Tayyip Erdogan played down the significance of the report, saying that all the major countries have spied on each other.	0.914114478573471
15	fi-en	476	Tutkijat kävivät läpi yli 1100 australialaisen vuonna 2005 munasarjasyöpädiagnoosin saaneen naisen potilastiedot ja totesivat, että vain 35 prosenttia naisista eli yli viisi vuotta diagnoosin jälkeen.	Researchers analysed medical records of more than 1100 Australian women diagnosed with ovarian cancer in 2005, finding just 35 per cent lived for five years after diagnosis.	Scientists went through more than 100 Australian Australian in 2005, and said that only 35% of women, that is, more than five years after the diagnosis.	-0.570345355946967
15	fi-en	99	Tutkimuksessa ei pyritty selvittämään, miksi kaupunkien ulkopuolella asuvilla naisilla on pienempi todennäköisyys selviytyä munasarjasyövästä, mutta Jordan pitää mahdollisina syinä viivästynyttä diagnoosia ja hankaloitunutta hoitoonpääsyä.	Although the study was not designed to determine why women living outside the city were more likely to die from ovarian cancer, Dr Jordan suggested delayed diagnosis and inability to access best treatment might be factors.	The study was not designed to explain why those living outside cities, women have a lower likelihood of survival munasarjasyövästä, but Jordan recently regarded as potential reasons for the delayed hankaloitunutta diagnosis and access to care.	-0.382409996104677
15	fi-en	488	Tutustu sekä tavallisiin että vedenpitäviin malleihin osto-oppaassamme ja digikameroiden arvosteluissa.	Check out our buying guide and Ratings for digital cameras for both conventional and waterproof models.	Out both ordinary and vedenpitäviin model in buying oppaassamme and digikameroiden criticism.	-1.13436172616963
15	fi-en	315	Tutustu vuokraavan yrityksen sääntöihin, kuten muistiinpanoista, korostuskynän käytöstä ja kulumisesta seuraaviin maksuihin.	Know the rules of the store you rent from, including any penalties you could be assessed for taking notes, highlighting, or wear and tear.	Read the preponderance of company rules, such as notes, pronounced Saladasky to use and the passage of the following charges.	-0.581959886801577
15	cs-en	83	Tweet byl později smazán a na Perryho účtu byl uveřejněn další, který se od předchozího distancoval.	The tweet was later deleted, followed by another from Perry's account that disavowed the post.	Tweet was erased later, and on Perry's account it was published by another one who had distanced himself from the previous one.	-0.00272336305863049
15	cs-en	302	Twitch ale má něco, co by chtěla přitáhnout každá firma: hordy mladých mužů, které inzerenti chtějí.	But Twitch has something any company would love to attract: hordes of advertiser-coveted young men.	Twitch but it has something that would attract each company: the hordes of young men, that advertisers want.	0.0650214296194332
15	cs-en	375	Twitch má měsíčně 55 milionů návštěv a je čtvrtý na vrcholu internetového provozu.	Twitch has 55 million unique visitors monthly and is the fourth-largest source of peak internet traffic.	Twitch has 55 million visits a month and is fourth on the top of Internet traffic.	0.633456698679765
15	fi-en	79	Työntekijät, jotka eivät ilmoittautuneet rekisteriin seuraavan kahden viikon aikana, eivät saisi enää palkkaa, hallituksen tiedotteessa ilmoitettiin.	Employees who failed to register over the next two weeks would no longer be paid, a government statement said.	Employees who are not enrolled in the register during the next two weeks, receive no salary, the government release announced.	0.593537875860996
15	fi-en	124	Tällä hetkellä kaupunginorkesterin ylikapellimestarina toimii John Storgårds.	The current chief conductor of Helsinki Philharmonic Orchestra is John Storgårds.	At the moment, the city was Chief conductor John Storgårds works for Orchestra.	-0.550530898841478
15	fi-en	38	Tämä ele tarkoitti loputonta kärsivällisyyttä.	This was to suggest infinite patience.	This gesture meant endless patience.	0.954665098005893
15	fi-en	263	Tämä on siis hänen uusi jälleensyntymisensä?	So this is his new incarnation?	This is his new renaissance?	0.452903071981304
15	fi-en	186	Tämä porukka on valmis elämysmatkaan MM-kisoihin, mutta heidän perusajattelussaan kotimaan sarjat eivät kaksisesti kiinnosta.	This bunch is ready for travelling to the World Championships in order to have a great experience, but in their basic thinking the domestic series aren’t too interesting.	This lot is ready for an initial trip to the Cup, but their basic philosophy in its domestic suites are two potentially interested. 	-0.253841269075111
15	fi-en	107	Tänä kesänä aktivistit järjestivät epävirallisen äänestysoikeuksia koskevan kansanäänestyksen, johon osallistui 780 000 ihmistä – yli viidesosa Hongkongin äänestäjistä.	This summer, activists organized an unofficial referendum on voting rights that drew 780,000 participants - more than a fifth of Hong Kong voters.	This summer, the activists staged an unofficial referendum on voting rights, which was attended by 780 000 people - more than a fifth of voters in Hong Kong.	0.780489876081437
15	fi-en	499	Tänä päivänä Pirkkalan kouluissa oppilaille tarjotaan kasvisruokavaihtoehto vain vanhempien luvalla ja lääkärin tai terveydenhoitajan todistuksella kasvisruokavaliosta.	Today, a vegetarian alternative is offered to students in schools only with a permission from the parents and with a vegetarian diet certificate which has been obtained from a doctor or a public health nurse.	Today, the stimulation of school pupils kkala offers a vegetarian option, only with the permission of the parents and a doctor or a health certificate, a vegetarian diet. 	-0.133368510774797
15	fi-en	283	Tässä on urheilusosiologeille selittämistä.	The sports sociologists will have hard time explaining this.	This is sports sociologist explaining.	-1.19972921535451
15	fi-en	459	Tässä yksinkertaisimmat keinot säästää selvää rahaa.	Here is the 101 on the best ways to score a deal.	In the most simple ways to save money.	-0.640297130580052
15	fi-en	425	Tästä asiasta ei voida käydä keskusteluja Ukrainan ja Venäjän välillä, Peskov sanoo, ”koska kyseessä ei ole Venäjän ja Ukrainan välinen konflikti, vaan Ukrainan sisäinen konflikti”.	"It's not a matter to be negotiated between Ukraine and Russia, Peskov said, ""because it's not a conflict between Russia and Ukraine, but an internal Ukrainian conflict."""	"This issue can not be discussions between Ukraine and Russia, Peskov said, ""because it is not a conflict between Russia and Ukraine, but Ukraine's internal conflict""."	0.623390795907774
15	cs-en	100	Týká se to zejména článků o konfliktu Izraele a Hamásu v pásmu Gazy.	It has to do with, for example, articles about the conflict between Israel and Hamas in the Gaza Strip.	This concerns of on the of especially Article conflict Israel and Hamas in a zone, Strip.	-0.697246054401794
15	cs-en	146	Týká se to zejména článků o konfliktu Izraele a Hamásu v pásmu Gazy.	It has to do with, for example, articles about the conflict between Israel and Hamas in the Gaza Strip.	This concerns, in particular, articles about the conflict Israel and Hamas in the Gaza Strip.	0.402909505634821
15	cs-en	418	Tým pokračuje dál.	The team will press on.	The team shall continue.	0.887787530967514
15	cs-en	155	Těžko by k nám chodila svačit.	It would have had a hard time coming to our cottage for a snack.	Difficult to us she was snacking.	-1.01828247420927
15	cs-en	33	Tři kilometry do cíle budou bolet, ale je potřeba opravdu máknout.	The three kilometers to the finish are going to hurt, but it is really necessary to make it.	Three miles into the objectives will be hurt, but it is necessary to really work.	-0.332964208231484
15	fi-en	350	"Ukrainan avainpelaaja on pelinjohtaja Eugene ""Pooh"" Jeter, jonka sisko Carmelita Jeter on sadan metrin maailmanmestari kolmen vuoden takaa."	Ukraine’s key player is the game leader Eugene “Pooh” Jeter, whose sister Carmelita Jeter became 100 metres champion three years ago.	"Ukraine 's key player has "" up Mr Eugene "" Pooh Jeter, whose sister Carmelita Jeter is 100 metres world champion three years ago."	0.46156353543888
15	cs-en	309	Ukrajinský voják zajatý separatisty	A Ukrainian soldier captured by separatists	A Ukrainian soldier captured separatists	-0.629187774692018
15	de-en	19	Umweltfreundliche Staubsauger und steigende Löhne	Environmentally friendly vacuum cleaners and increasing wages	Environmentally friendly vacuum cleaner and rising wages	0.892141225621965
15	de-en	320	Und Jazz war musikalisch ausgedrückter Verstand.	And jazz was wit expressed musically.	And Jazz was musical ausgedrückter intelligence.	-0.832949941754411
15	de-en	88	Und bald trat er in der Komödie der Irrungen auf.	Soon he was starring in Comedy of Errors.	And soon he appeared in the comedy of the errors.	0.181651147090079
15	de-en	208	Und bald trat er in der Komödie der Irrungen auf.	Soon he was starring in Comedy of Errors.	And soon he appeared in the comedy of errors.	0.411687292578883
15	de-en	444	Und derweil haben so unschuldige Gegenstände in unseren Häusern wie Fußbodenplatten oder Schuppendächer standardmäßig Asbest enthalten.	Meanwhile, in our homes, items as innocuous as floor tiles or shed roofs have routinely contained asbestos.	And meanwhile, as innocent items in our homes as flooring panels or shed roofs have by default contain asbestos.	-0.026417463801632
15	de-en	306	Und diejenigen, die sich gegen Ansprüche wehren, wissen, dass die Zeit für sie ist, aber ganz sicher nicht mit den Klägern.	And those defending themselves from claims know they have time on their side, which the claimants certainly do not.	And that that defend themselves against claims do not know that the time is for it, but very certainly with the complainants.	-0.463887291390546
15	de-en	9	Und du sagst, du hasst mich, weil meine Knöchel zu dick sind?	And you say you hate me because my ankles are too thick?	And you say, you hate me, because my ankles are too fat?	0.685200524504157
15	de-en	352	Und es betrifft nicht nur Krankenhäuser.	And it is not just hospitals.	And it is not just hospitals.	1.20705874989281
15	de-en	60	Und es ist klar, dass wir es mit einem autoritären Regime zu tun haben.	And it's clear we are dealing with an authoritarian regime.	And it is clear that we are dealing with an authoritarian regime.	0.812172925892057
15	de-en	305	Und es ist klar, dass wir es mit einem autoritären Regime zu tun haben.	And it's clear we are dealing with an authoritarian regime.	And it is clear that we are dealing with an authoritarian regime.	0.886453080644558
15	de-en	10	Und es war ein Erfolg.	And it was a success.	And it was a success.	1.16917233769878
15	de-en	203	Und ich würde gerne vergessen.	And I would like to forget.	And I would like to forget.	1.06189894404647
15	de-en	148	Und nun gibt es sogar diese Statue des weinenden Georgij in San Marino.	And now there is even a statue to crying Georgy in San Marino.	And now there are even this statue of weinenden let in San Marino.	-0.76902865340642
15	de-en	294	Und schüttelte ihm dann die Hand.	And then shook his hand.	The hand and shook it then.	-0.725362038242354
15	de-en	240	Und so trifft Mesotheliom nun jüngere Menschen, die nicht in den typischen Berufen gearbeitet haben.	So mesothelioma is now affecting younger people not in the typical professions.	And so mesothelioma is younger people who have not worked in the typical occupations.	-0.347301476664015
15	de-en	209	Und vor einer Online-Bestellung sollte man prüfen, so Gault, ob das Buch tatsächlich vorrätig ist.	Before ordering online, Gault says, be sure to check if the book is actually in stock.	And before an online order you should consider as Gault, if the book is actually available.	0.0738141870629063
15	de-en	301	Und wer zum Beispiel heute noch einen Röhrenfernseher im Wohnzimmer hat, der sagt damit lediglich, dass er Fernsehen grundsätzlich ablehnt.	And anyone, for example, who still has an old CRT TV in their living room, is merely announcing to the world that they're not interested in TVs!	And who, for example, still has a CRT television sets in the living room, simply saying that he basically rejects television.	0.0971289566341487
15	de-en	206	Und wie genau will Amazon daraus Geld machen?	How, exactly, will Amazon capitalise on this?	And how exactly Amazon wants to make money from it?	0.231393668088076
15	de-en	289	Und wie genau will Amazon daraus Geld machen?	How, exactly, will Amazon capitalise on this?	And exactly how Amazon wants to make money from it?	0.418323982531535
15	de-en	63	Unternehmen in der Region berichteten über Einkommenssteuern bei Staatsorganisationen von 2,3 Milliarden $ im Vergleich zu 2,1 Milliarden im Jahr 2012.	Companies in the region reported state corporate income taxes of $2.3 billion, up from $2.1 billion in 2012.	Companies in the region reported income taxes for State organizations of 2.3 billion $ compared to 2.1 billion in 2012.	0.114769162480244
15	fi-en	379	Urheilussa on vielä mahdollisuus tarkastella miten meillä kansainvälisesti menee.	In the sports, there probably still is an opportunity to study how we are doing internationally.	In sport is still an opportunity to look at how we go on an International level.	0.295875105723286
15	fi-en	100	Useimmat Ukrainan kouluista avasivat ovensa maanantaina (1. syyskuuta) kesälomien jälkeen.	Schools across most of Ukraine reopened their doors on Monday (September 1), after the summer holidays.	Most of Ukraine's schools opened their doors on Monday (1 September), after the summer holidays.	1.10324312160461
15	cs-en	389	Usnesení soudce znamená, že lékaři mohou dočasně v provádění legálních potratů pokračovat a mezitím si musí toto povolení opatřit.	However, the judge's ruling means that for the time being doctors can continue to perform legal abortions while seeking such privileges.	Judge resolution means that doctors can temporarily carrying out legal abortions continue and in the meantime, this must obtain a permit.	-0.11604308368055
15	fi-en	310	Uuden lausekkeen mukaan vain ehdokkaat, jotka ”rakastavat maata ja rakastavat Hongkongia”, hyväksytään.	"And, according to a new clause, only candidates who ""love the country, and love Hong Kong"" would be allowed."	According to the new clause, only candidate countries who'love and love Hong kong', will be adopted.	-0.220079787956743
15	fi-en	386	Uuden lausekkeen mukaan vain ehdokkaat, jotka ”rakastavat maata ja rakastavat Hongkongia”, hyväksytään.	"And, according to a new clause, only candidates who ""love the country, and love Hong Kong"" would be allowed."	"According to the new clause only candidates who ""love the country and love Hong Kong""), will be accepted."	0.9308243237966
15	fi-en	102	Uudistunut kalustokin on vanhaa vähäpäästöisempää.	Also, the renewed equipment causes less emissions than the old one.	equipment equipment is also the old low-emission.	-0.724363028844142
15	fi-en	201	Uudistunut kalustokin on vanhaa vähäpäästöisempää.	Also, the renewed equipment causes less emissions than the old one.	The new equipment is old and low emissions.	-0.629856900324488
15	fi-en	189	Uusi Gösta-museo avattiin kesäkuussa ja esillä siellä on ollut muun muassa pop-taiteen klassikkoteoksia Andy Warholilta ja Roy Lichtensteinilta.	The new Gösta Museum was opened in June, and it has displayed for example classic pop art works from Andy Warhol and Roy Lichtenstein.	The new Gösta Museum was opened in June and there has been present, among other things, to pop klassikkoteos of Art and Andy warholilta Roy lichtensteinilta.	-0.190189647214567
15	fi-en	6	Uusi museo ja kuvataide ovat vetäneet ennätysmäisiä yleisöjä tänä kesänä Mänttään.	The new museum and visual arts have attracted a record audience to Mänttä this summer.	The new museum and image have been withdrawn by the public this summer.	-0.988987998034699
15	cs-en	286	Uvědomují si naši novináři fakt, že po Židech byli určeni k likvidaci Slované?	Do our journalists realize that after the Jews, the Slavs were targeted for liquidation?	Do our journalists realize a fact that after jews, they were intended to liquidation Slovans?	0.0482855704516463
15	cs-en	449	Už tahle moje věta ale v sobě skrývá nesmiřitelný rozpor.	But just that sentence hides within it an implacable dispute.	Now that my sentence but holds the irreconcilable contradiction.	-0.399691622181363
15	cs-en	20	V Ašdodu, městě na jihu země, zaměstnanci školky, kterou zasáhla raketa, odstranili ze zdi pozůstatky po střepinách a pozvolna očekávají návrat dětí.	"In the southern city of Ashdod, employees at the ""Pashosh"" kindergarten, which was struck by a rocket, removed shrapnel marks off the walls and slides ahead of the students' arrival."	In Ashdod, a city in the south of the country, the employees of the nursery, which has hit a rocket, was removed from the wall of the fragments, and gradually await the return of the children.	0.135271841860366
15	cs-en	411	V Hongkongu je politická reforma hlavním důvodem napětí, čínští vedoucí představitelé se obávají, že požadavek na demokratizaci se rozšíří do dalších měst.	Political reform has been a major source of tension in Hong Kong, with China party leaders fearful of calls for democracy spreading to other cities.	In Hong Kong's political reform, the main reason for tension, Chinese leaders are worried that the requirement for democratization extends to other cities.	0.228703410032653
15	cs-en	147	V Roně Fairheadové možná BBC našla šéfku pro těžké časy	In Rona Fairhead, the BBC may have found the formidable chief it needs	In Ron Fairheadové maybe BBC boss found for hard times	-0.0740094191120695
15	cs-en	359	V Roně Fairheadové možná BBC našla šéfku pro těžké časy	In Rona Fairhead, the BBC may have found the formidable chief it needs	In Roně Fairheadové might find the BBC boss for hard times	-0.645795375472335
15	cs-en	497	V Roně Fairheadové možná BBC našla šéfku pro těžké časy	In Rona Fairhead, the BBC may have found the formidable chief it needs	In Roně Fairheadové maybe the BBC found a supervisor for tough times	0.0370675642505875
15	cs-en	426	V druhé největší ekonomice zóny, Francii, spadl PMI na 46,9.	Meanwhile, in the bloc's second-largest economy, France, the PMI fell to 46.9.	The second largest economy in the zone, France, the PMI fell to 46.9.	0.656213939023733
15	cs-en	283	V květnu jsem popsal práci ředitele jako kalich s jedem.	Back in May, I described the chairman's job as a poisoned chalice.	In May, I described the work of the director as a chalice of poison.	0.672763300453163
